Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference,Normalized Capacity,Project Score,Household_Income,Environmental Score,Social Score
2024-12-11,Tier 1,Cider Solar Farm,RESRFP23-1,,18.778347826086957,74.87,Yes,,Solar,New,,Hecate Energy Cider Solar LLC,Greenbacker Renewable Energy Center,96.13333333333334,75.42857142857143,Genesee,,811.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01108,,14125,Genesee,NY,Finger Lakes,Under Development,2012.0689655172414,2027.0,20.0,500.0,500.0,952197.0,1142636.0,4983863.444444444,3769500.0,1275.0,POINT (-78.27071 43.06599),0.3561253561253561,35.61253561253561,156928.0,35.61253561253561,5
2024-12-11,Tier 1,Mineral Basin Solar,RESRFP22-1,,18.778347826086957,77.99,Yes,,Solar,New,,"Mineral Basin Solar Power, LLC",Swift Current Energy,96.13333333333334,75.42857142857143,Central,,1080.0,Other,,,16836,,PA,,Under Development,2012.0689655172414,2028.0,20.0,401.64,401.64,731820.0,878184.0,4983863.444444444,3769500.0,1275.0,POINT (-78.22134 41.10312),0.2860683760683761,28.60683760683761,23764.0,28.60683760683761,90
2024-12-11,Tier 1,Columbia Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Columbia Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,Mohawk Valley,,857.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0639,,13357,Herkimer,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,350.0,350.0,646926.0,776311.0,4983863.444444444,3769500.0,1275.0,POINT (-75.04217 43.0184),0.2492877492877493,24.92877492877493,33906.0,24.92877492877493,75
2024-12-11,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,West,,859.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,,14067,Niagara,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,350.0,350.0,665322.0,798386.0,4983863.444444444,3769500.0,1275.0,POINT (-78.5731 43.19823),0.2492877492877493,24.92877492877493,94840.0,24.92877492877493,10
2024-12-11,Tier 1,Alle-Catt Wind,RESRFP23-1,,18.778347826086957,93.65,,,Land Based Wind,New,,Alle-Catt Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,West,,596.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0282,,14065,Cattaraugus,NY,Western New York,Under Development,2012.0689655172414,2027.0,20.0,340.0,340.0,1007624.0,1209148.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38541 42.49798),0.24216524216524218,24.216524216524217,67212.0,24.216524216524217,30
2024-12-11,Tier 1,Alle-Catt Wind Farm,RESRFP17-1,,18.778347826086957,65.62,Yes,,Land Based Wind,New,,Alle-Catt Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,West,,596.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0282,,14009,Cattaraugus,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,339.78,339.78,977474.0,1172968.0,4983863.444444444,3769500.0,1275.0,POINT (-78.42825 42.53383),0.24200854700854701,24.200854700854702,81913.0,24.200854700854702,10
2024-12-11,Non-Tier 1,Maple Ridge,916,,22.95,76.38644628099173,,,Land Based Wind,,,,,96.13333333333334,75.42857142857143,Mohawk Valley,,887.891719745223,,,,13367,Lewis,NY,North Country,Completed,2006.0,2006.0,10.0,321.0,89.85276119402985,526800.0,605820.0,4983863.444444444,3769500.0,1275.0,POINT (-75.4895 43.7871),0.22863247863247865,22.863247863247864,177705.0,22.863247863247864,5
2024-12-11,Tier 1,North Country Wind,RESRFP22-1,,18.778347826086957,76.38644628099173,Yes,,Land Based Wind,New,,"NY North Country, LLC",Terra-Gen,96.13333333333334,75.42857142857143,North,,887.891719745223,ORES,,,12917,Franklin,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,298.2,298.2,919506.0,1103407.0,4983863.444444444,3769500.0,1275.0,POINT (-74.16902 44.90356),0.2123931623931624,21.23931623931624,22391.0,21.23931623931624,90
2024-12-11,Tier 1,Canisteo Wind & Storage,RESRFP18-1,,18.778347826086957,76.38644628099173,,,Land Based Wind,New,,,Invenergy,96.13333333333334,75.42857142857143,Central,,887.891719745223,,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0205,,14855,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,290.0,290.0,894221.0,1073065.0,4983863.444444444,3769500.0,1275.0,POINT (-77.50328 42.12147),0.20655270655270655,20.655270655270655,156635.0,20.655270655270655,5
2024-12-11,Tier 1,Excelsior Energy Center - Solar + Storage 2,RESRFP18-1,,18.778347826086957,66.3,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,721.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299&submit=Search,,14422,Genesee,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,280.0,280.0,591615.0,709938.0,4983863.444444444,3769500.0,1275.0,POINT (-78.06382 43.07967),0.19943019943019943,19.943019943019944,85302.0,19.943019943019944,10
2024-12-11,Tier 1,Excelsior Energy Center LLC,RESRFP23-1,,18.778347826086957,101.47,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,Genesee,,721.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299,,14422,Genesee,NY,Finger Lakes,Under Development,2012.0689655172414,2026.0,20.0,280.0,280.0,554446.0,665335.0,4983863.444444444,3769500.0,1275.0,POINT (-78.06382 43.07967),0.19943019943019943,19.943019943019944,56055.0,19.943019943019944,45
2024-12-11,Tier 1,Baron Winds,RESRFP17-1,,22.75,76.38644628099173,Yes,,Land Based Wind,New,,Baron Winds LLC,RWE,96.13333333333334,75.42857142857143,Central,,396.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=15-f-0122,,14826,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,272.0,272.0,748174.0,897808.0,4983863.444444444,3769500.0,1275.0,POINT (-77.51062 42.50697),0.19373219373219375,19.373219373219374,177616.0,19.373219373219374,5
2024-12-11,Tier 1,South Ripley Solar and Storage,RESRFP19-1,,18.778347826086957,66.95,Yes,,Solar,New,,ConnectGen Chautauqua County LLC,ConnectGen,20.0,80.0,West,,783.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00750&CaseSearch=Search,,14775,Chautauqua,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,270.0,270.0,404449.0,485338.0,4983863.444444444,3769500.0,1275.0,POINT (-79.71066 42.2668),0.19230769230769232,19.230769230769234,29108.0,19.230769230769234,90
2024-12-11,Tier 1,Canisteo Wind Energy Center,RESRFP23-1,,18.778347826086957,99.99,,,Land Based Wind,New,,Canisteo Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,Central,,519.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0205,,14855,Steuben,NY,Southern Tier,Under Development,2012.0689655172414,2028.0,20.0,252.0,252.0,752021.0,902425.0,4983863.444444444,3769500.0,1275.0,POINT (-77.50328 42.12147),0.1794871794871795,17.94871794871795,29832.0,17.94871794871795,90
2024-12-11,Tier 1,Mill Point Solar,RESRFP20-1,,18.778347826086957,44.55,Yes,,Solar,New,,ConnectGen Montgomery County LLC,ConnectGen,96.13333333333334,75.42857142857143,Mohawk Valley,,1031.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=23-00034,,12072,Montgomery,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,250.0,250.0,497130.0,596556.0,4983863.444444444,3769500.0,1275.0,POINT (-74.37026 42.94801),0.17806267806267806,17.806267806267805,132171.0,17.806267806267805,5
2024-12-11,Tier 1,Fort Covington Solar Farm,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Fort Covington Solar LLC,Boralex,77.0,308.0,North,,1183.0,ORES,,,12937,Franklin,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,250.0,250.0,473040.0,567648.0,4983863.444444444,3769500.0,1275.0,POINT (-74.49412 44.98874),0.17806267806267806,17.806267806267805,139761.0,17.806267806267805,5
2024-12-11,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,Mohawk Valley,,800.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,,13617,St Lawrence,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,240.0,240.0,456221.0,547465.0,4983863.444444444,3769500.0,1275.0,POINT (-75.16983 44.59994),0.17094017094017094,17.094017094017094,125362.0,17.094017094017094,5
2024-12-11,Non-Tier 1,Marble River,2226,,20.44,76.38644628099173,Yes,Yes,Land Based Wind,,,,,96.13333333333334,75.42857142857143,North,323696,887.891719745223,,,,12923,Clinton,NY,North Country,Completed,2012.0,2012.0,10.0,215.25,204.49,581510.0,581510.0,4983863.444444444,3769500.0,1275.0,POINT (-73.9322 44.95524),0.15331196581196582,15.331196581196583,37072.0,15.331196581196583,75
2024-12-11,Tier 1,"Garnet Energy Center, LLC",RESRFP23-1,,18.778347826086957,104.96,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,Genesee,,883.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=61792&MNO=20-F-0043,,13140,Cayuga,NY,Central New York,Under Development,2012.0689655172414,2027.0,20.0,200.0,200.0,312457.0,374948.0,4983863.444444444,3769500.0,1275.0,POINT (-76.62291 43.03722),0.14245014245014245,14.245014245014245,70939.0,14.245014245014245,20
2024-12-11,Tier 1,Harvest Hills Solar (Formerly Milliken Solar),RESRFP20-1,,18.778347826086957,47.7,Yes,,Solar,New,,ConnectGen Cayuga County LLC,ConnectGen,96.13333333333334,75.42857142857143,Central,,1088.0,ORES,,,13071,Cayuga,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,394200.0,473040.0,4983863.444444444,3769500.0,1275.0,POINT (-76.53868 42.66918),0.14245014245014245,14.245014245014245,185160.0,14.245014245014245,5
2024-12-11,Tier 1,SunEast Flat Creek Solar,RESRFP20-1,,18.778347826086957,55.95,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,96.13333333333334,75.42857142857143,Capital,,1089.0,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,415224.0,498269.0,4983863.444444444,3769500.0,1275.0,POINT (-74.51427 42.89135),0.14245014245014245,14.245014245014245,155551.0,14.245014245014245,5
2024-12-11,Tier 1,Garnet Energy Center Storage 1,RESRFP19-1,,18.778347826086957,69.21,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,883.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-F-0043,,13140,Cayuga,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,453768.0,544521.0,4983863.444444444,3769500.0,1275.0,POINT (-76.62291 43.03722),0.14245014245014245,14.245014245014245,136130.0,14.245014245014245,5
2024-12-11,Tier 1,Hemlock Ridge Solar,RESRFP22-1,,18.778347826086957,79.5,Yes,,Solar,New,,Hemlock Ridge Solar LLC,AES Corporation,96.13333333333334,75.42857142857143,Genesee,,950.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00748,,14103,Orleans,NY,Finger Lakes,Under Development,2012.0689655172414,2028.0,20.0,200.0,200.0,388944.0,466732.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38691 43.22012),0.14245014245014245,14.245014245014245,80330.0,14.245014245014245,10
2024-12-11,Tier 1,Orleans Solar,RESRFP20-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Orleans Solar LLC,Community Energy,96.13333333333334,75.42857142857143,Genesee,,950.0,ORES,,,14103,Orleans,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,381936.0,458323.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38691 43.22012),0.14245014245014245,14.245014245014245,140798.0,14.245014245014245,5
2024-12-11,Tier 1,Horseshoe Solar,RESRFP18-1,,18.778347826086957,70.57,Yes,,Solar,New,,Horseshoe Solar Energy LLC,Invenergy,96.13333333333334,75.42857142857143,Genesee,,710.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02480&CaseSearch=Search,,14423,Livingston,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,180.0,180.0,368971.0,442765.0,4983863.444444444,3769500.0,1275.0,POINT (-77.8533 42.97389),0.12820512820512822,12.820512820512823,74044.0,12.820512820512823,20
2024-12-11,Tier 1,North Side Energy Center,RESRFP19-1,,18.778347826086957,66.57,Yes,,Solar,New,,"North Side Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,North,,620.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0598&submit=Search,,13662,St Lawrence,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,180.0,180.0,367394.0,440872.0,4983863.444444444,3769500.0,1275.0,POINT (-74.89298 44.93182),0.12820512820512822,12.820512820512823,85148.0,12.820512820512823,10
2024-12-11,Tier 1,Morris Ridge Solar,RESRFP18-1,,18.778347826086957,70.47,Yes,,Solar,New,,"Morris Ridge Solar Energy Center, LLC",EDF Renewables Development,96.13333333333334,75.42857142857143,Central,323848,717.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00025&CaseSearch=Search,,14510,Livingston,NY,Finger Lakes,Operational,2012.0689655172414,2025.0,20.0,177.0,177.0,319920.0,383904.0,4983863.444444444,3769500.0,1275.0,POINT (-77.8741 42.72573),0.12606837606837606,12.606837606837606,108634.0,12.606837606837606,5
2024-12-11,Tier 1,Yellow Barn Solar,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,96.13333333333334,75.42857142857143,Central,,1009.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,,14882,Tompkins,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,160.0,160.0,299886.0,359863.0,4983863.444444444,3769500.0,1275.0,POINT (-76.49907 42.5343),0.11396011396011396,11.396011396011396,192573.0,11.396011396011396,5
2024-12-11,Tier 1,Heritage Wind,RESRFP18-1,,18.778347826086957,67.01,Yes,,Land Based Wind,New,,Heritage Wind LLC,Apex Clean Energy,96.13333333333334,75.42857142857143,Genesee,,571.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,147.0,147.0,393100.0,471720.0,4983863.444444444,3769500.0,1275.0,POINT (-78.19375 43.24613),0.1047008547008547,10.47008547008547,38462.0,10.47008547008547,75
2024-12-11,Tier 1,Stonewall Solar,RESRFP22-1,,18.778347826086957,89.75,Yes,,Solar,New,,Stonewall Solar LLC,Nexamp,20.0,80.0,Mohawk Valley,,1229.0,ORES,,,13757,Delaware,NY,Southern Tier,Under Development,2012.0689655172414,2026.0,20.0,145.0,145.0,283255.0,339906.0,4983863.444444444,3769500.0,1275.0,POINT (-74.88682 42.42192),0.10327635327635327,10.327635327635328,128836.0,10.327635327635328,5
2024-12-11,Tier 1,Prattsburgh Wind Farm,RESRFP19-1,,18.778347826086957,71.59,Yes,,Land Based Wind,New,,"Prattsburgh Wind, LLC",Terra-Gen,96.13333333333334,75.42857142857143,Central,,801.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00749,,14873,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,145.0,145.0,449651.0,539581.0,4983863.444444444,3769500.0,1275.0,POINT (-77.28905 42.52343),0.10327635327635327,10.327635327635328,111981.0,10.327635327635328,5
2024-12-11,Tier 1,Oxbow Hill Solar,RESRFP22-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Cypress Creek Renewables,Cypress Creek Renewables,96.13333333333334,75.42857142857143,Mohawk Valley,,887.891719745223,ORES,,,13035,Madison,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,140.0,140.0,257544.0,309053.0,4983863.444444444,3769500.0,1275.0,POINT (-75.84845 42.9296),0.09971509971509972,9.971509971509972,48875.0,9.971509971509972,60
2024-12-11,Tier 1,"White Creek Solar, LLC",RESRFP22-1,,18.778347826086957,87.0,Yes,,Solar,New,,White Creek Solar LLC,AES Corporation,96.13333333333334,75.42857142857143,Genesee,,777.0,ORES,,,14533,Livingston,NY,Finger Lakes,Under Development,2012.0689655172414,2027.0,20.0,135.0,135.0,268450.0,322140.0,4983863.444444444,3769500.0,1275.0,POINT (-77.85233 42.8284),0.09615384615384616,9.615384615384617,119026.0,9.615384615384617,5
2024-12-11,Tier 1,Newport Solar Farm,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Newport Deerfield Solar LLC,Boralex,96.13333333333334,75.42857142857143,Mohawk Valley,,1178.0,ORES,,,13502,Oneida,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,130.0,130.0,244842.0,293810.0,4983863.444444444,3769500.0,1275.0,POINT (-75.24727 43.10108),0.0925925925925926,9.25925925925926,26099.0,9.25925925925926,90
2024-12-11,Tier 1,Alabama Solar Park,RESRFP20-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Alabama Solar Park, LLC",EDPR,20.0,80.0,Genesee,,995.0,ORES,,,14125,Genesee,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,130.0,130.0,258508.0,310209.0,4983863.444444444,3769500.0,1275.0,POINT (-78.27071 43.06599),0.0925925925925926,9.25925925925926,135020.0,9.25925925925926,5
2024-12-11,Tier 1,"Heritage Wind, LLC",RESRFP23-1,,18.778347826086957,109.95,,,Land Based Wind,New,,"Heritage Wind, LLC",Apex Clean Energy,96.13333333333334,75.42857142857143,Genesee,,571.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Under Development,2012.0689655172414,2026.0,20.0,126.0,126.0,304274.0,365128.0,4983863.444444444,3769500.0,1275.0,POINT (-78.19375 43.24613),0.08974358974358974,8.974358974358974,94252.0,8.974358974358974,10
2024-12-11,Non-Tier 1,Wethersfield,1168,,15.25,76.38644628099173,Yes,Yes,Land Based Wind,,,,,96.13333333333334,75.42857142857143,Genesee,323626,887.891719745223,,,,14066,Wyoming,NY,Finger Lakes,Completed,2009.0,2009.0,10.0,126.0,119.7,314572.0,314572.0,4983863.444444444,3769500.0,1275.0,POINT (-78.13413 42.64198),0.08974358974358974,8.974358974358974,48432.0,8.974358974358974,60
2024-12-11,Tier 1,Somerset Solar,RESRFP22-1,,18.778347826086957,75.0,Yes,,Solar,New,,"Somerset Solar, LLC",AES Corporation,96.13333333333334,75.42857142857143,West,,1079.0,ORES,,,14012,Niagara,NY,Western New York,Under Development,2012.0689655172414,2027.0,20.0,125.0,125.0,226665.0,271998.0,4983863.444444444,3769500.0,1275.0,POINT (-78.55259 43.33009),0.08903133903133903,8.903133903133902,107959.0,8.903133903133902,5
