Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference,Normalized Capacity,Project Score,Household_Income,Log Capacity,Environmental Score,Social Score
2024-12-11,Tier 1,Cider Solar Farm,RESRFP23-1,,18.778347826086957,74.87,Yes,,Solar,New,,Hecate Energy Cider Solar LLC,Greenbacker Renewable Energy Center,96.13333333333334,75.42857142857143,Genesee,,811.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01108,,14125,Genesee,NY,Finger Lakes,Under Development,2012.0689655172414,2027.0,20.0,500.0,500.0,952197.0,1142636.0,4983863.444444444,3769500.0,1275.0,POINT (-78.27071 43.06599),0.8577240630096151,35.61253561253561,168534.0,6.2166061010848646,85.7724063009615,5
2024-12-11,Tier 1,Mineral Basin Solar,RESRFP22-1,,18.778347826086957,77.99,Yes,,Solar,New,,"Mineral Basin Solar Power, LLC",Swift Current Energy,96.13333333333334,75.42857142857143,Central,,1080.0,Other,,,16836,,PA,,Under Development,2012.0689655172414,2028.0,20.0,401.64,401.64,731820.0,878184.0,4983863.444444444,3769500.0,1275.0,POINT (-78.22134 41.10312),0.8275682278155223,28.60683760683761,108857.0,5.998042862468105,82.75682278155223,5
2024-12-11,Tier 1,Columbia Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Columbia Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,Mohawk Valley,,857.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0639,,13357,Herkimer,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,350.0,350.0,646926.0,776311.0,4983863.444444444,3769500.0,1275.0,POINT (-75.04217 43.0184),0.8086305116138315,24.92877492877493,116452.0,5.860786223465865,80.86305116138315,5
2024-12-11,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,West,,859.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,,14067,Niagara,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,350.0,350.0,665322.0,798386.0,4983863.444444444,3769500.0,1275.0,POINT (-78.5731 43.19823),0.8086305116138315,24.92877492877493,102422.0,5.860786223465865,80.86305116138315,5
2024-12-11,Tier 1,Alle-Catt Wind,RESRFP23-1,,18.778347826086957,93.65,,,Land Based Wind,New,,Alle-Catt Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,West,,596.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0282,,14065,Cattaraugus,NY,Western New York,Under Development,2012.0689655172414,2027.0,20.0,340.0,340.0,1007624.0,1209148.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38541 42.49798),0.8046425737891403,24.216524216524217,121612.0,5.831882477283517,80.46425737891403,5
2024-12-11,Tier 1,Alle-Catt Wind Farm,RESRFP17-1,,18.778347826086957,65.62,Yes,,Land Based Wind,New,,Alle-Catt Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,West,,596.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0282,,14009,Cattaraugus,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,339.78,339.78,977474.0,1172968.0,4983863.444444444,3769500.0,1275.0,POINT (-78.42825 42.53383),0.8045535301956401,24.200854700854702,184512.0,5.831237107787093,80.45535301956401,5
2024-12-11,Non-Tier 1,Maple Ridge,916,,22.95,76.38644628099173,,,Land Based Wind,,,,,96.13333333333334,75.42857142857143,Mohawk Valley,,887.891719745223,,,,13367,Lewis,NY,North Country,Completed,2006.0,2006.0,10.0,321.0,89.85276119402985,526800.0,605820.0,4983863.444444444,3769500.0,1275.0,POINT (-75.4895 43.7871),0.796732450659606,22.863247863247864,149332.0,5.7745515455444085,79.6732450659606,5
2024-12-11,Tier 1,North Country Wind,RESRFP22-1,,18.778347826086957,76.38644628099173,Yes,,Land Based Wind,New,,"NY North Country, LLC",Terra-Gen,96.13333333333334,75.42857142857143,North,,887.891719745223,ORES,,,12917,Franklin,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,298.2,298.2,919506.0,1103407.0,4983863.444444444,3769500.0,1275.0,POINT (-74.16902 44.90356),0.7865998070145842,21.23931623931624,51041.0,5.7011122461003225,78.65998070145842,45
2024-12-11,Tier 1,Canisteo Wind & Storage,RESRFP18-1,,18.778347826086957,76.38644628099173,,,Land Based Wind,New,,,Invenergy,96.13333333333334,75.42857142857143,Central,,887.891719745223,,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0205,,14855,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,290.0,290.0,894221.0,1073065.0,4983863.444444444,3769500.0,1275.0,POINT (-77.50328 42.12147),0.7827656770204762,20.655270655270655,63316.0,5.673323267171493,78.27656770204761,30
2024-12-11,Tier 1,Excelsior Energy Center - Solar + Storage 2,RESRFP18-1,,18.778347826086957,66.3,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,721.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299&submit=Search,,14422,Genesee,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,280.0,280.0,591615.0,709938.0,4983863.444444444,3769500.0,1275.0,POINT (-78.06382 43.07967),0.777940953155487,19.943019943019944,171136.0,5.638354669333745,77.79409531554869,5
2024-12-11,Tier 1,Excelsior Energy Center LLC,RESRFP23-1,,18.778347826086957,101.47,Yes,,Solar,New,,"Excelsior Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,Genesee,,721.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0299,,14422,Genesee,NY,Finger Lakes,Under Development,2012.0689655172414,2026.0,20.0,280.0,280.0,554446.0,665335.0,4983863.444444444,3769500.0,1275.0,POINT (-78.06382 43.07967),0.777940953155487,19.943019943019944,192691.0,5.638354669333745,77.79409531554869,5
2024-12-11,Tier 1,Baron Winds,RESRFP17-1,,22.75,76.38644628099173,Yes,,Land Based Wind,New,,Baron Winds LLC,RWE,96.13333333333334,75.42857142857143,Central,,396.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=15-f-0122,,14826,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,272.0,272.0,748174.0,897808.0,4983863.444444444,3769500.0,1275.0,POINT (-77.51062 42.50697),0.773955895108787,19.373219373219374,101949.0,5.60947179518496,77.39558951087871,5
2024-12-11,Tier 1,South Ripley Solar and Storage,RESRFP19-1,,18.778347826086957,66.95,Yes,,Solar,New,,ConnectGen Chautauqua County LLC,ConnectGen,20.0,80.0,West,,783.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00750&CaseSearch=Search,,14775,Chautauqua,NY,Western New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,270.0,270.0,404449.0,485338.0,4983863.444444444,3769500.0,1275.0,POINT (-79.71066 42.2668),0.7729413828662933,19.230769230769234,186887.0,5.602118820879701,77.29413828662933,5
2024-12-11,Tier 1,Canisteo Wind Energy Center,RESRFP23-1,,18.778347826086957,99.99,,,Land Based Wind,New,,Canisteo Wind Energy LLC,Invenergy,96.13333333333334,75.42857142857143,Central,,519.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0205,,14855,Steuben,NY,Southern Tier,Under Development,2012.0689655172414,2028.0,20.0,252.0,252.0,752021.0,902425.0,4983863.444444444,3769500.0,1275.0,POINT (-77.50328 42.12147),0.7634585877425653,17.94871794871795,89987.0,5.53338948872752,76.34585877425653,10
2024-12-11,Tier 1,Mill Point Solar,RESRFP20-1,,18.778347826086957,44.55,Yes,,Solar,New,,ConnectGen Montgomery County LLC,ConnectGen,96.13333333333334,75.42857142857143,Mohawk Valley,,1031.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=23-00034,,12072,Montgomery,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,250.0,250.0,497130.0,596556.0,4983863.444444444,3769500.0,1275.0,POINT (-74.37026 42.94801),0.7623635578412266,17.806267806267805,109991.0,5.5254529391317835,76.23635578412265,5
2024-12-11,Tier 1,Fort Covington Solar Farm,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Fort Covington Solar LLC,Boralex,77.0,308.0,North,,1183.0,ORES,,,12937,Franklin,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,250.0,250.0,473040.0,567648.0,4983863.444444444,3769500.0,1275.0,POINT (-74.49412 44.98874),0.7623635578412266,17.806267806267805,47861.0,5.5254529391317835,76.23635578412265,60
2024-12-11,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,Mohawk Valley,,800.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,,13617,St Lawrence,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,240.0,240.0,456221.0,547465.0,4983863.444444444,3769500.0,1275.0,POINT (-75.16983 44.59994),0.7567541250128919,17.094017094017094,172223.0,5.484796933490655,75.67541250128919,5
2024-12-11,Non-Tier 1,Marble River,2226,,20.44,76.38644628099173,Yes,Yes,Land Based Wind,,,,,96.13333333333334,75.42857142857143,North,323696,887.891719745223,,,,12923,Clinton,NY,North Country,Completed,2012.0,2012.0,10.0,215.25,204.49,581510.0,581510.0,4983863.444444444,3769500.0,1275.0,POINT (-73.9322 44.95524),0.7418031193851571,15.331196581196583,167141.0,5.376435145811989,74.18031193851571,5
2024-12-11,Tier 1,"Garnet Energy Center, LLC",RESRFP23-1,,18.778347826086957,104.96,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,Genesee,,883.0,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=61792&MNO=20-F-0043,,13140,Cayuga,NY,Central New York,Under Development,2012.0689655172414,2027.0,20.0,200.0,200.0,312457.0,374948.0,4983863.444444444,3769500.0,1275.0,POINT (-76.62291 43.03722),0.731713117922246,14.245014245014245,70210.0,5.303304908059076,73.1713117922246,20
2024-12-11,Tier 1,Harvest Hills Solar (Formerly Milliken Solar),RESRFP20-1,,18.778347826086957,47.7,Yes,,Solar,New,,ConnectGen Cayuga County LLC,ConnectGen,96.13333333333334,75.42857142857143,Central,,1088.0,ORES,,,13071,Cayuga,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,394200.0,473040.0,4983863.444444444,3769500.0,1275.0,POINT (-76.53868 42.66918),0.731713117922246,14.245014245014245,149936.0,5.303304908059076,73.1713117922246,5
2024-12-11,Tier 1,SunEast Flat Creek Solar,RESRFP20-1,,18.778347826086957,55.95,Yes,,Solar,New,,SunEast Flat Creek Solar LLC,SunEast Development LLC,96.13333333333334,75.42857142857143,Capital,,1089.0,ORES,,,12166,Montgomery,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,415224.0,498269.0,4983863.444444444,3769500.0,1275.0,POINT (-74.51427 42.89135),0.731713117922246,14.245014245014245,141931.0,5.303304908059076,73.1713117922246,5
2024-12-11,Tier 1,Garnet Energy Center Storage 1,RESRFP19-1,,18.778347826086957,69.21,Yes,,Solar,New,,"Garnet Energy Center, LLC",NextEra Energy Resources,20.0,80.0,Genesee,,883.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-F-0043,,13140,Cayuga,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,453768.0,544521.0,4983863.444444444,3769500.0,1275.0,POINT (-76.62291 43.03722),0.731713117922246,14.245014245014245,194809.0,5.303304908059076,73.1713117922246,5
2024-12-11,Tier 1,Hemlock Ridge Solar,RESRFP22-1,,18.778347826086957,79.5,Yes,,Solar,New,,Hemlock Ridge Solar LLC,AES Corporation,96.13333333333334,75.42857142857143,Genesee,,950.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00748,,14103,Orleans,NY,Finger Lakes,Under Development,2012.0689655172414,2028.0,20.0,200.0,200.0,388944.0,466732.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38691 43.22012),0.731713117922246,14.245014245014245,101314.0,5.303304908059076,73.1713117922246,5
2024-12-11,Tier 1,Orleans Solar,RESRFP20-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Orleans Solar LLC,Community Energy,96.13333333333334,75.42857142857143,Genesee,,950.0,ORES,,,14103,Orleans,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,200.0,200.0,381936.0,458323.0,4983863.444444444,3769500.0,1275.0,POINT (-78.38691 43.22012),0.731713117922246,14.245014245014245,72989.0,5.303304908059076,73.1713117922246,20
2024-12-11,Tier 1,Horseshoe Solar,RESRFP18-1,,18.778347826086957,70.57,Yes,,Solar,New,,Horseshoe Solar Energy LLC,Invenergy,96.13333333333334,75.42857142857143,Genesee,,710.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02480&CaseSearch=Search,,14423,Livingston,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,180.0,180.0,368971.0,442765.0,4983863.444444444,3769500.0,1275.0,POINT (-77.8533 42.97389),0.7172524561951295,12.820512820512823,168239.0,5.198497031265826,71.72524561951295,5
2024-12-11,Tier 1,North Side Energy Center,RESRFP19-1,,18.778347826086957,66.57,Yes,,Solar,New,,"North Side Energy Center, LLC",NextEra Energy Resources,96.13333333333334,75.42857142857143,North,,620.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0598&submit=Search,,13662,St Lawrence,NY,North Country,Cancelled,2012.0689655172414,2017.8164556962026,20.0,180.0,180.0,367394.0,440872.0,4983863.444444444,3769500.0,1275.0,POINT (-74.89298 44.93182),0.7172524561951295,12.820512820512823,98322.0,5.198497031265826,71.72524561951295,10
2024-12-11,Tier 1,Morris Ridge Solar,RESRFP18-1,,18.778347826086957,70.47,Yes,,Solar,New,,"Morris Ridge Solar Energy Center, LLC",EDF Renewables Development,96.13333333333334,75.42857142857143,Central,323848,717.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00025&CaseSearch=Search,,14510,Livingston,NY,Finger Lakes,Operational,2012.0689655172414,2025.0,20.0,177.0,177.0,319920.0,383904.0,4983863.444444444,3769500.0,1275.0,POINT (-77.8741 42.72573),0.7149464463603855,12.606837606837606,36000.0,5.181783550292085,71.49464463603856,75
2024-12-11,Tier 1,Yellow Barn Solar,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,96.13333333333334,75.42857142857143,Central,,1009.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,,14882,Tompkins,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,160.0,160.0,299886.0,359863.0,4983863.444444444,3769500.0,1275.0,POINT (-76.49907 42.5343),0.7010968246755528,11.396011396011396,97142.0,5.081404364984463,70.10968246755527,10
2024-12-11,Tier 1,Heritage Wind,RESRFP18-1,,18.778347826086957,67.01,Yes,,Land Based Wind,New,,Heritage Wind LLC,Apex Clean Energy,96.13333333333334,75.42857142857143,Genesee,,571.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,147.0,147.0,393100.0,471720.0,4983863.444444444,3769500.0,1275.0,POINT (-78.19375 43.24613),0.689480585624764,10.47008547008547,114826.0,4.997212273764115,68.9480585624764,5
2024-12-11,Tier 1,Stonewall Solar,RESRFP22-1,,18.778347826086957,89.75,Yes,,Solar,New,,Stonewall Solar LLC,Nexamp,20.0,80.0,Mohawk Valley,,1229.0,ORES,,,13757,Delaware,NY,Southern Tier,Under Development,2012.0689655172414,2026.0,20.0,145.0,145.0,283255.0,339906.0,4983863.444444444,3769500.0,1275.0,POINT (-74.88682 42.42192),0.6876033724040099,10.327635327635328,184775.0,4.983606621708336,68.76033724040099,5
2024-12-11,Tier 1,Prattsburgh Wind Farm,RESRFP19-1,,18.778347826086957,71.59,Yes,,Land Based Wind,New,,"Prattsburgh Wind, LLC",Terra-Gen,96.13333333333334,75.42857142857143,Central,,801.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00749,,14873,Steuben,NY,Southern Tier,Cancelled,2012.0689655172414,2017.8164556962026,20.0,145.0,145.0,449651.0,539581.0,4983863.444444444,3769500.0,1275.0,POINT (-77.28905 42.52343),0.6876033724040099,10.327635327635328,103782.0,4.983606621708336,68.76033724040099,5
2024-12-11,Tier 1,Oxbow Hill Solar,RESRFP22-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Cypress Creek Renewables,Cypress Creek Renewables,96.13333333333334,75.42857142857143,Mohawk Valley,,887.891719745223,ORES,,,13035,Madison,NY,Central New York,Cancelled,2012.0689655172414,2017.8164556962026,20.0,140.0,140.0,257544.0,309053.0,4983863.444444444,3769500.0,1275.0,POINT (-75.84845 42.9296),0.6827954628319526,9.971509971509972,196151.0,4.948759890378168,68.27954628319526,5
2024-12-11,Tier 1,"White Creek Solar, LLC",RESRFP22-1,,18.778347826086957,87.0,Yes,,Solar,New,,White Creek Solar LLC,AES Corporation,96.13333333333334,75.42857142857143,Genesee,,777.0,ORES,,,14533,Livingston,NY,Finger Lakes,Under Development,2012.0689655172414,2027.0,20.0,135.0,135.0,268450.0,322140.0,4983863.444444444,3769500.0,1275.0,POINT (-77.85233 42.8284),0.6778139454616928,9.615384615384617,140875.0,4.912654885736052,67.78139454616928,5
2024-12-11,Tier 1,Newport Solar Farm,RESRFP21-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,Newport Deerfield Solar LLC,Boralex,96.13333333333334,75.42857142857143,Mohawk Valley,,1178.0,ORES,,,13502,Oneida,NY,Mohawk Valley,Cancelled,2012.0689655172414,2017.8164556962026,20.0,130.0,130.0,244842.0,293810.0,4983863.444444444,3769500.0,1275.0,POINT (-75.24727 43.10108),0.6726458115626727,9.25925925925926,194620.0,4.875197323201151,67.26458115626727,5
2024-12-11,Tier 1,Alabama Solar Park,RESRFP20-1,,18.778347826086957,76.38644628099173,Yes,,Solar,New,,"Alabama Solar Park, LLC",EDPR,20.0,80.0,Genesee,,995.0,ORES,,,14125,Genesee,NY,Finger Lakes,Cancelled,2012.0689655172414,2017.8164556962026,20.0,130.0,130.0,258508.0,310209.0,4983863.444444444,3769500.0,1275.0,POINT (-78.27071 43.06599),0.6726458115626727,9.25925925925926,32236.0,4.875197323201151,67.26458115626727,75
2024-12-11,Tier 1,"Heritage Wind, LLC",RESRFP23-1,,18.778347826086957,109.95,,,Land Based Wind,New,,"Heritage Wind, LLC",Apex Clean Energy,96.13333333333334,75.42857142857143,Genesee,,571.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,14411,Orleans,NY,Finger Lakes,Under Development,2012.0689655172414,2026.0,20.0,126.0,126.0,304274.0,365128.0,4983863.444444444,3769500.0,1275.0,POINT (-78.19375 43.24613),0.6683672348246231,8.974358974358974,198344.0,4.844187086458591,66.83672348246232,5
